Product Description	Supplier Name	Product Code	Plu
LOR ESPR CAPS NCC BREAKFST 50S	WAREHOUSE HOSTED	211973	8711000598146
LOR ESPR CAPS NCC COLOMBIA 10S	WAREHOUSE HOSTED	808107	8711000362679
LOR ESPR CAPS NCC COLOMBIA 30S	WAREHOUSE HOSTED	211978	8711000595244
LOR ESPR CAPS NCC COLOMBIA 50S	WAREHOUSE HOSTED	211981	8711000595015
LOR ESPR CAPS NCC ESTREMO  10S	WAREHOUSE HOSTED	426036	7896089088335
LOR ESPR CAPS NCC INTENSE  50S	WAREHOUSE HOSTED	212149	8711000598115
LOR ESPR CAPS NCC ONYX     10S	WAREHOUSE HOSTED	807826	8711000362631
LOR ESPR CAPS NCC ONYX     30S	WAREHOUSE HOSTED	211994	8711000595305
LOR ESPR CAPS NCC ONYX     50S	WAREHOUSE HOSTED	211999	8711000595053
LOR ESPR CAPS NCC PROFUNDO 10S	WAREHOUSE HOSTED	807818	8711000362617
LOR ESPR CAPS NCC PROFUNDO 30S	WAREHOUSE HOSTED	212000	8711000595275
LOR ESPR CAPS NCC RIST DECF10S	WAREHOUSE HOSTED	425857	8711000397466
LOR ESPR CAPS NCC RISTRETTO10S	WAREHOUSE HOSTED	816176	8711000362747
LOR ESPR CAPS NCC RISTRETTO50S	WAREHOUSE HOSTED	212092	8711000705094
LOR ESPR CAPS NCC SUPREMO  10S	WAREHOUSE HOSTED	807800	8711000362594
LOR ESPR CAPS NCC SUPREMO  30S	WAREHOUSE HOSTED	212107	8711000547403
LOR ESPR CAPS NCC SUPREMO  50S	WAREHOUSE HOSTED	212144	8711000705193
LOR ESPR CAPS NCC ULTIMO   10S	WAREHOUSE HOSTED	861888	8711000471296
LOR ESPR CAPS TWR DISP    P/PK	WAREHOUSE HOSTED	197014	1970142
MOCC CAPS NCC B/RES SIG COL40S	WAREHOUSE HOSTED	212165	8711000597309
MOCC CAPS NCC DK RST ESP   10S	WAREHOUSE HOSTED	425726	8711000370018
MOCC CAPS NCC DK RST LUNGO 10S	WAREHOUSE HOSTED	580212	8711000680865
MOCC CAPS NCC MD RST LUNGO 10S	WAREHOUSE HOSTED	672467	8711000370049
MOCC CAPS NCC X/DK RST ESP 10S	WAREHOUSE HOSTED	425739	8711000370025
MOCC COFF F/DRY CLAS DECAF100G	WAREHOUSE HOSTED	991667	8711000055526
MOCC COFF F/DRY CLASSIC   50GM	WAREHOUSE HOSTED	10990	8711000075371
MOCC COFF F/DRY CLASSIC  100GM	WAREHOUSE HOSTED	10144	8711000055380
MOCC COFF F/DRY CLASSIC  200GM	WAREHOUSE HOSTED	11124	8711000065723
MOCC COFF F/DRY CLASSIC  400GM	WAREHOUSE HOSTED	351493	8711000075302
MOCC COFF F/DRY DARK RST 100GM	WAREHOUSE HOSTED	450954	8711000055427
MOCC COFF F/DRY DARK RST 200GM	WAREHOUSE HOSTED	450881	8711000055489
MOCC COFF F/DRY DARK RST 400GM	WAREHOUSE HOSTED	18634	8711000075333
MOCC COFF F/DRY ESPRESSO 200GM	WAREHOUSE HOSTED	36810	8711000255117
MOCC COFF F/DRY ESPRESSO 400GM	WAREHOUSE HOSTED	301582	8711000342107
MOCC COFF F/DRY FRENCH   200GM	WAREHOUSE HOSTED	36797	8711000254721
MOCC COFF F/DRY INDULG   200GM	WAREHOUSE HOSTED	78053	8711000055458
MOCC COFF F/DRY INTENSE  200GM	WAREHOUSE HOSTED	858013	8711000469491
MOCC COFF F/DRY MED RST RF300G	WAREHOUSE HOSTED	212709	8711000588123
MOCC COFF F/DRY MOC/KENYA200GM	WAREHOUSE HOSTED	36802	8711000255056
MOCC COFF F/DRY RICH     200GM	WAREHOUSE HOSTED	80827	8711000279632
MOCC COFF F/DRY RISTRETO 200GM	WAREHOUSE HOSTED	672108	8711000433454
MOCC COFF INSTANT CARAMEL 95GM	WAREHOUSE HOSTED	367465	8711000302040
MOCC COFF INSTANT HAZEL 95GM	WAREHOUSE HOSTED	367499	8711000302118
MOCC COFF SACH CAPP        10S	WAREHOUSE HOSTED	340769	8711000872819
MOCC COFF SACH CAPP        30S	WAREHOUSE HOSTED	344852	8711000481189
MOCC COFF SACH CAPP S/FREE 10S	WAREHOUSE HOSTED	212416	8711000588628
MOCC COFF SACH CRML LATTE  10S	WAREHOUSE HOSTED	344946	8711000481059
MOCC COFF SACH CRML LATTE  30S	WAREHOUSE HOSTED	344632	8711000674444
MOCC COFF SACH D/SHT LATTE 30S	WAREHOUSE HOSTED	212364	8711000590300
MOCC COFF SACH DBL/S LATTE 10S	WAREHOUSE HOSTED	345094	8711000872963
MOCC COFF SACH LATT S/FREE 10S	WAREHOUSE HOSTED	212518	8711000588703
MOCC COFF SACH LATTE       10S	WAREHOUSE HOSTED	344954	8711000872840
MOCC COFF SACH LATTE       30S	WAREHOUSE HOSTED	345141	8711000481219
MOCC COFF SACH SKIM CAPP   10S	WAREHOUSE HOSTED	344705	8711000481080
MOCC COFF SACH STRONG CAPP 10S	WAREHOUSE HOSTED	344886	8711000872871
MOCC COFF SACH STRONG CAPP 30S	WAREHOUSE HOSTED	345010	8711000481240
MOCC SACH CAD MOCHA         8S	WAREHOUSE HOSTED	252225	8711000674178
MOCC SACH CRML LATT S/FREE 10S	WAREHOUSE HOSTED	212254	8711000588673
MOCC SACH HOT ICED HZLN LATT8S	WAREHOUSE HOSTED	622043	8711000565933
MOCC SACH HOT ICED VAN LATT 8S	WAREHOUSE HOSTED	622001	8711000565902
MOCC SACH LIQ ESPR CRML     8S	WAREHOUSE HOSTED	212296	8711000690413
MOCC SACH LIQ ESPR DRK RST  8S	WAREHOUSE HOSTED	212330	8711000690512
MOCC SACH LIQ ESPR MED RST  8S	WAREHOUSE HOSTED	212351	8711000690543
NES COFFEE & MILK        395GM	WAREHOUSE HOSTED	289374	7613287012128
NESCAFE BLEND 43          50GM	WAREHOUSE HOSTED	10893	9300605114159
NESCAFE BLEND 43         150GM	WAREHOUSE HOSTED	10916	9300605114173
NESCAFE BLEND 43         250GM	WAREHOUSE HOSTED	10924	9300605114180
NESCAFE BLEND 43         500GM	WAREHOUSE HOSTED	10869	9300605003552
NESCAFE BLEND 43 DECAF   150GM	WAREHOUSE HOSTED	211494	9300605158023
NESCAFE BLEND 43 DRK RST 250GM	WAREHOUSE HOSTED	581844	9300605146624
NESCAFE BLEND 43 ESPRSO  500GM	WAREHOUSE HOSTED	926455	9300605131170
NESCAFE BLEND 43 SFT PK  400GM	WAREHOUSE HOSTED	617784	9300605156913
NESCAFE BLEND 43 SMTH/CRM140GM	WAREHOUSE HOSTED	188222	9300605100060
NESCAFE BLEND 43 SMTH/CRM250GM	WAREHOUSE HOSTED	356723	9300605143678
NESCAFE CAPS D/G AMERICANO 16S	WAREHOUSE HOSTED	366540	8934804031026
NESCAFE CAPS D/G CAFEAULAIT16S	WAREHOUSE HOSTED	366524	7613033965791
NESCAFE CAPS D/G CAPPUCINO 16S	WAREHOUSE HOSTED	430687	7613036273770
NESCAFE CAPS D/G FLAT WHTE 16S	WAREHOUSE HOSTED	431308	7613036407717
NESCAFE CAPS NCC AFRICAS   10S	WAREHOUSE HOSTED	628942	8445291149908
NESCAFE CAPS NCC ANDES     10S	WAREHOUSE HOSTED	211583	8445291159723
NESCAFE CAPS NCC BRAZIL    10S	WAREHOUSE HOSTED	628638	8445291144613
NESCAFE CAPS NCC COLOMBIA  10S	WAREHOUSE HOSTED	628646	8445291112407
NESCAFE CAPS NCC INDIA     10S	WAREHOUSE HOSTED	628769	8445291150270
NESCAFE CAPS NCC MEXICO    10S	WAREHOUSE HOSTED	211591	8445291143999
NESCAFE CAPS NCC STH ASIA  10S	WAREHOUSE HOSTED	622069	8445291159990
NESCAFE COFF CLASS CARAML 95GM	WAREHOUSE HOSTED	211839	8445291583658
NESCAFE COFF CLASS HAZLNT 95GM	WAREHOUSE HOSTED	211850	8445291583689
NESCAFE COFF ESP CON BLK 500ML	WAREHOUSE HOSTED	619464	8850124072955
NESCAFE COFF ESP CON CRL 500ML	WAREHOUSE HOSTED	212686	8445291678910
NESCAFE COFF ESP CON MCHA500ML	WAREHOUSE HOSTED	292071	8445291982376
NESCAFE COFF ESP CON VAN 500ML	WAREHOUSE HOSTED	619469	8850124072849
NESCAFE ESPRESSO         150GM	WAREHOUSE HOSTED	397766	9300605114227
NESCAFE ESPRESSO         250GM	WAREHOUSE HOSTED	397716	9300605114234
NESCAFE GOLD COFF  INT7  200GM	WAREHOUSE HOSTED	439026	93625333
NESCAFE GOLD DECAFIENATE 100GM	WAREHOUSE HOSTED	416714	93625364
NESCAFE GOLD INTNSE INT7 100GM	WAREHOUSE HOSTED	430768	93625340
NESCAFE GOLD ORIG JAR    400GM	WAREHOUSE HOSTED	885010	9300605149830
NESCAFE GOLD ORIGINAL    100GM	WAREHOUSE HOSTED	12227	93625296
NESCAFE GOLD ORIGINAL    200GM	WAREHOUSE HOSTED	11459	93625302
NESCAFE GOLD SACH CAR 98%SF26S	WAREHOUSE HOSTED	576807	9300605143128
NESCAFE GOLD SMOOTH INT3 90GM	WAREHOUSE HOSTED	431337	93600439
NESCAFE GOLD SMTH INT 3  180GM	WAREHOUSE HOSTED	425409	93625456
NESCAFE GREEN BLEND      100GM	WAREHOUSE HOSTED	319904	93625357
NESCAFE MILD ROAST       150GM	WAREHOUSE HOSTED	397758	9300605114289
NESCAFE MILD ROAST       250GM	WAREHOUSE HOSTED	690601	9300605114296
NESCAFE SACH CAPP          10S	WAREHOUSE HOSTED	826299	9300605157460
NESCAFE SACH CAPP DECAF   10PK	WAREHOUSE HOSTED	826362	9300605157477
NESCAFE SACH CAPP DECAF M/P26S	WAREHOUSE HOSTED	211512	9300605157750
NESCAFE SACH CAPP M/PK    26PK	WAREHOUSE HOSTED	211554	9300605156869
NESCAFE SACH CAPP SKIM MP 26PK	WAREHOUSE HOSTED	211559	9300605157767
NESCAFE SACH CAPP STRONG   10S	WAREHOUSE HOSTED	827004	9300605156852
NESCAFE SACH CAPP STRONG   26S	WAREHOUSE HOSTED	211575	9300605157774
NESCAFE SACH CAR DECAF LATT10S	WAREHOUSE HOSTED	619503	9300605155619
NESCAFE SACH CAR LATT98%S/F10S	WAREHOUSE HOSTED	263975	9300605138216
NESCAFE SACH CARAMEL      10PK	WAREHOUSE HOSTED	349412	8801055061815
NESCAFE SACH COFF CARAML  26PK	WAREHOUSE HOSTED	663722	9300605112865
NESCAFE SACH COFF HAZLNUT 26PK	WAREHOUSE HOSTED	663845	9300605113329
NESCAFE SACH COFF MOCHA  10S	WAREHOUSE HOSTED	293323	9300605158283
NESCAFE SACH COFF MOCHA 26PK	WAREHOUSE HOSTED	292348	9300605158641
NESCAFE SACH COFF VAN     26PK	WAREHOUSE HOSTED	663798	9300605113268
NESCAFE SACH CREME BRULEE  10S	WAREHOUSE HOSTED	619516	9300605152588
NESCAFE SACH D/S CRML LATT 10S	WAREHOUSE HOSTED	211897	9300605158276
NESCAFE SACH HAZELNT 98%S/F10S	WAREHOUSE HOSTED	619493	9300605155169
NESCAFE SACH HAZELNUT     10PK	WAREHOUSE HOSTED	395976	8801055061846
NESCAFE SACH LATTE         10S	WAREHOUSE HOSTED	672409	9300605126466
NESCAFE SACH LATTE 98% S/FR10S	WAREHOUSE HOSTED	263962	9300605138315
NESCAFE SACH LATTE 98% S/FR26S	WAREHOUSE HOSTED	211915	9300605159679
NESCAFE SACH LATTE CKI DGH 8PK	WAREHOUSE HOSTED	292364	9300605160859
NESCAFE SACH LATTE D/SHOT 10PK	WAREHOUSE HOSTED	888209	9300605150492
NESCAFE SACH LATTE HZLNUT  8PK	WAREHOUSE HOSTED	293187	9300605160866
NESCAFE SACH MOCHA 98%S/FR 10S	WAREHOUSE HOSTED	263967	9300605138407
NESCAFE SACH MOCHA DECAF   10S	WAREHOUSE HOSTED	211923	9300605158382
NESCAFE SACH MOCHA KIT KAT 8PK	WAREHOUSE HOSTED	211907	9300605155329
NESCAFE SACH MOCHA WHT CHC 8PK	WAREHOUSE HOSTED	211928	9300605158153
NESCAFE SACH VANILLA      10PK	WAREHOUSE HOSTED	349608	8801055061808
NESCAFE SHORT BLACK      100GM	WAREHOUSE HOSTED	76218	93625210
OXFAM COFF GRD ETHIOPIA #250GM	WAREHOUSE HOSTED	75665	9316454000055
OXFAM COFF GRD WORLD BLD#250GM	WAREHOUSE HOSTED	75678	9316454000000
OXFAM FAIR GRD E/TIMOR  #250GM	WAREHOUSE HOSTED	408172	9316454000079
S/BUCKS CAPS NCC BLONDE RST10S	WAREHOUSE HOSTED	926390	7613036984478
S/BUCKS CAPS NCC BLONDE RST36S	WAREHOUSE HOSTED	227759	7613287834645
S/BUCKS CAPS NCC BREAKFAST 10S	WAREHOUSE HOSTED	576849	7613287186843
S/BUCKS CAPS NCC CAF VERONA10S	WAREHOUSE HOSTED	927139	7613036984430
S/BUCKS CAPS NCC CARAMEL   10S	WAREHOUSE HOSTED	231237	8445290154552
S/BUCKS CAPS NCC COLOMBIA  10S	WAREHOUSE HOSTED	927189	7613036984379
S/BUCKS CAPS NCC COLOMBIA  36S	WAREHOUSE HOSTED	231070	7613287894021
S/BUCKS CAPS NCC ESP DECAF 10S	WAREHOUSE HOSTED	995522	7613036984454
S/BUCKS CAPS NCC ESP RST   10S	WAREHOUSE HOSTED	926374	7613036984515
S/BUCKS CAPS NCC ESP RST   36S	WAREHOUSE HOSTED	890861	8445290021366
S/BUCKS CAPS NCC HSE BLEND 10S	WAREHOUSE HOSTED	926329	7613036984393
S/BUCKS CAPS NCC HSE BLEND 36S	WAREHOUSE HOSTED	890942	8445290021342
S/BUCKS CAPS NCC ITALIAN   10S	WAREHOUSE HOSTED	264104	7613287302151
S/BUCKS CAPS NCC PIKE PL   10S	WAREHOUSE HOSTED	863961	7613036984492
S/BUCKS CAPS NCC RISTRETTO 10S	WAREHOUSE HOSTED	211957	8445291451728
S/BUCKS CAPS NCC VANILLA   10S	WAREHOUSE HOSTED	232212	8445290156136
SEGAFREDO COF BNS ESP CAS500GM	WAREHOUSE HOSTED	249683	9311264006082
SEGAFREDO COF BNS INTERM 500GM	WAREHOUSE HOSTED	244777	9311264006044
TIMMS COFF BAG CARAMEL      7S	WAREHOUSE HOSTED	626348	9325121006160
TIMMS COFF BAG COLUMBIA     8S	WAREHOUSE HOSTED	236177	9325121002377
TIMMS COFF BAG COLUMBIA    24S	WAREHOUSE HOSTED	212550	9325121006368
TIMMS COFF BAG DECAF       18S	WAREHOUSE HOSTED	863733	9325121003459
TIMMS COFF BAG INTENSE     24S	WAREHOUSE HOSTED	212602	9325121006399
TIMMS COFF BAG ITALIAN      8S	WAREHOUSE HOSTED	47303	9325121000519
TIMMS COFF BAG ITALIAN     24S	WAREHOUSE HOSTED	212610	9325121006382
TIMMS COFF BAG MOCHA KENYA  8S	WAREHOUSE HOSTED	47311	9325121000533
TIMMS COFF BAG MOCHA KENYA 24S	WAREHOUSE HOSTED	212644	9325121006375
TIMMS COFF GRAN 200GM	WAREHOUSE HOSTED	455687	9325121003305
TIMMS COFF GRAN XDRK ESP 200GM	WAREHOUSE HOSTED	845243	9325121003770
VIT COFF BAG ESPRESSO BLND 20S	WAREHOUSE HOSTED	397431	9310631635375
VIT COFF BAG ITALIAN BLND  20S	WAREHOUSE HOSTED	397936	9310631635399
VIT COFF BAG MNTN GRWN BLND20S	WAREHOUSE HOSTED	397855	9310631635412
VIT COFF BN ESPRESSO       1KG	WAREHOUSE HOSTED	927561	9310631000814
VIT COFF BN ESPRESSO    #500GM	WAREHOUSE HOSTED	428818	9310631615100
VIT COFF BN ITALIAN      500GM	WAREHOUSE HOSTED	293331	9310631639786
VIT COFF BN ITALIAN BLEND  1KG	WAREHOUSE HOSTED	52227	9310631000753
VIT COFF BN LATTE          1KG	WAREHOUSE HOSTED	267217	9310631635917
VIT COFF BN MOUNT GROWN    1KG	WAREHOUSE HOSTED	358437	9310631622764
VIT COFF BN ORGANIC       #1KG	WAREHOUSE HOSTED	97154	9310631627691
VIT COFF CAPS ESP ESPRESSO 12S	WAREHOUSE HOSTED	729120	9310631627813
VIT COFF CAPS ESP ITALIAN  12S	WAREHOUSE HOSTED	735906	9310631628452
VIT COFF CAPS ESP MT GROWN 12S	WAREHOUSE HOSTED	729248	9310631627837
VIT COFF CAPS ESP ORO      12S	WAREHOUSE HOSTED	735891	9310631627851
VIT COFF CAPS NCC BLK VLY  10S	WAREHOUSE HOSTED	267076	9310631632541
VIT COFF CAPS NCC DECAF    10S	WAREHOUSE HOSTED	266892	9310631632640
VIT COFF CAPS NCC ESPRESSO 10S	WAREHOUSE HOSTED	266842	9310631632701
VIT COFF CAPS NCC ITALIAN  10S	WAREHOUSE HOSTED	266876	9310631632787
VIT COFF CAPS NCC LATTE    10S	WAREHOUSE HOSTED	266884	9310631632862
VIT COFF CAPS NCC LATTE    20S	WAREHOUSE HOSTED	218687	9310631633678
VIT COFF CAPS NCC MT GROWN 10S	WAREHOUSE HOSTED	266907	9310631632725
VIT COFF CAPS NCC ORO      10S	WAREHOUSE HOSTED	267050	9310631632688
VIT COFF GRD ESPRESS DEC#200GM	WAREHOUSE HOSTED	87484	9310631000975
VIT COFF GRD ESPRESSO     #1KG	WAREHOUSE HOSTED	419306	9310631000821
VIT COFF GRD ESPRESSO    200GM	WAREHOUSE HOSTED	329404	9310631000784
VIT COFF GRD ESPRESSO   #500GM	WAREHOUSE HOSTED	900030	9310631600748
VIT COFF GRD ITALN       500GM	WAREHOUSE HOSTED	620509	9310631628889
VIT COFF GRD ITALN BLND   1KG	WAREHOUSE HOSTED	87468	9310631000760
VIT COFF GRD ITALN BLND  200GM	WAREHOUSE HOSTED	480695	9310631630363
VIT COFF GRD MOUNT GROWN   1KG	WAREHOUSE HOSTED	624647	9310631616091
VIT COFF GRD MOUNT GROWN#200GM	WAREHOUSE HOSTED	640305	9310631001545
VIT COFF INST CLASSIC    100GM	WAREHOUSE HOSTED	378461	9310631635542
VIT COFF INST DECAF      100GM	WAREHOUSE HOSTED	218666	9310631637041
VIT COFF INST ESPRESSO#3 300GM	WAREHOUSE HOSTED	626343	9310631638147
VIT COFF INST ITALIAN    100GM	WAREHOUSE HOSTED	378398	9310631635566
VIT COFF INST LATTE      100GM	WAREHOUSE HOSTED	378592	9310631635580
VIT COFF INST MNTN GRWN  100GM	WAREHOUSE HOSTED	378576	9310631635528
VIT COFF SACH CAPP STRONG  8PK	WAREHOUSE HOSTED	293357	9310631639038
VIT COFF SACH CAPPUCCINO   8PK	WAREHOUSE HOSTED	293352	9310631639014
VIT COFF SACH CARML LATTE  8PK	WAREHOUSE HOSTED	293373	9310631639090
VIT COFF SACH LATTE        8PK	WAREHOUSE HOSTED	293420	9310631639052
VIT COFF SACH MOCHA        8PK	WAREHOUSE HOSTED	293433	9310631639076
A2 MILK FULL CREAM LONG LIF 1L	WAREHOUSE HOSTED	574376	9335390002206
AUST OWN CRM UHT         250ML	WAREHOUSE HOSTED	235053	9315090214420
AUST OWN MILK A2 F/CRM      1L	WAREHOUSE HOSTED	31488	9315090206975
AUST OWN MILK BARISTA ALM   1L	WAREHOUSE HOSTED	31161	9315090209617
AUST OWN MILK BARISTA MAC   1L	WAREHOUSE HOSTED	31158	9315090212211
AUST OWN MILK BARISTA OAT   1L	WAREHOUSE HOSTED	449005	9315090212204
AUST OWN MILK CHOC     6X200ML	WAREHOUSE HOSTED	452370	9315090213171
AUST OWN MILK F/CRM         1L	WAREHOUSE HOSTED	31585	9315090206944
AUST OWN MILK FULL CRM 6X200ML	WAREHOUSE HOSTED	231305	9315090210002
AUST OWN MILK ORG ALM UNSWT 1L	WAREHOUSE HOSTED	456196	9315090202359
AUST OWN MILK ORG ALMD 1L	WAREHOUSE HOSTED	331383	9315090200720
AUST OWN MILK ORG COCNUT    1L	WAREHOUSE HOSTED	31218	9315090204483
AUST OWN MILK ORG OAT       1L	WAREHOUSE HOSTED	544363	9315090213560
AUST OWN MILK S/BERRY  6X200ML	WAREHOUSE HOSTED	452184	9315090213188
AUST OWN MILK SKIM          1L	WAREHOUSE HOSTED	31496	9315090206968
AUST OWN SMOOTH AS OAT 1L	WAREHOUSE HOSTED	278640	9315090214284
B/GOLD MILK COND SWT     397GM	WAREHOUSE HOSTED	432053	9310077313073
B/GOLD MILK F/CRM UHT       1L	WAREHOUSE HOSTED	86080	9310077217807
B/GOLD MILK L/LF RF         1L	WAREHOUSE HOSTED	680305	9310077254093
B/GOLD MILK PDR INST F/CRM 1KG	WAREHOUSE HOSTED	65165	9310077315862
B/GOLD MILK PDR INST SKIM 1KG	WAREHOUSE HOSTED	66006	9310077315879
B/GOLD MILK SKIM UHT        1L	WAREHOUSE HOSTED	86098	9310077217814
BICKFORDS ICED CHOC ALM  500ML	WAREHOUSE HOSTED	889844	9349277001428
BICKFORDS ICED COFF ALM  500ML	WAREHOUSE HOSTED	789450	9349277001251
BONSOY MILK SOY ORIGINAL    1L	WAREHOUSE HOSTED	496099	9312336049013
BREAKA MILK CHOC UHT   6X250ML	WAREHOUSE HOSTED	13671	9310036109556
BREAKA MILK S/BERRY UHT6X250ML	WAREHOUSE HOSTED	14546	9310036109549
C/FARMS OAT MLK BARIST BLN  1L	WAREHOUSE HOSTED	827457	813636021949
CARNATION COOKING CRM LT 300ML	WAREHOUSE HOSTED	83139	9300605138711
CARNATION MLK EVAP F/CRM 340ML	WAREHOUSE HOSTED	26886	7501058649942
CARNATION MLK EVAP LT&CRM340ML	WAREHOUSE HOSTED	235090	7501058650979
COMM CO MILK  SOY           1L	WAREHOUSE HOSTED	934848	9310246048539
COMM CO MILK ALMOND UNSWT  1LT	WAREHOUSE HOSTED	934851	9310246048546
COMM CO MILK LACT/FR FL/CRM 1L	WAREHOUSE HOSTED	933266	9310246048553
COMM CO MILK LACT/FR L/FAT  1L	WAREHOUSE HOSTED	934864	9310246048560
COMM CO MILK OAT UNSWT      1L	WAREHOUSE HOSTED	305688	9310246064812
D/DALE CREAM UHT         250ML	WAREHOUSE HOSTED	155232	9300639609294
D/DALE MILK F/CRM UHT       1L	WAREHOUSE HOSTED	14512	9300639500041
D/DALE MILK F/CRM UHT    150ML	WAREHOUSE HOSTED	35940	9300639601106
D/DALE MILK F/CRM UHT  6X200ML	WAREHOUSE HOSTED	402260	9300639605319
D/DALE MILK PDR INST F/CRM1KG	WAREHOUSE HOSTED	388194	9300639602967
D/DALE MILK SKIM INST PDR  1KG	WAREHOUSE HOSTED	13231	9300639999005
D/DALE MILK SKIM SEMI UHT   1L	WAREHOUSE HOSTED	315510	9300639600383
D/DALE MILK SKIM UHT        1L	WAREHOUSE HOSTED	54596	9300639400013
D/DALE MILK SKIM UHT   6X200ML	WAREHOUSE HOSTED	402278	9300639605326
D/DALE MOO CHOC MILK   6X200ML	WAREHOUSE HOSTED	33333	9300639619545
D/DALE MOO S/BRY MILK  6X200ML	WAREHOUSE HOSTED	148638	9300639619552
D/FARM MILK FULL CREAM UHT  1L	WAREHOUSE HOSTED	71048	9310199100377
D/FARM MILK SKIM UHT        1L	WAREHOUSE HOSTED	71056	9310199100384
DIPLOMA MILK F/CRM PDR   400GM	UNKNOWN	1000225	9310052280024
DIPLOMA MILK F/CRM PDR   750GM	WAREHOUSE HOSTED	353916	9310052280031
DIPLOMA MILK SKIM POWDER   1KG	WAREHOUSE HOSTED	11564	9310052285074
L/PLANET MILK ORG F/CRM     1L	WAREHOUSE HOSTED	828246	9312231224133
LIDDELLS MILK CHOC UHT 3X250ML	WAREHOUSE HOSTED	651720	9300639609324
LIDDELLS MILK LACT/FR FL CRM1L	WAREHOUSE HOSTED	22329	9300639618661
LIDDELLS MILK LACT/FR L/FAT 1L	WAREHOUSE HOSTED	44127	9300639618678
LIDDELLS MILK LACT/FR SKIM 1L	WAREHOUSE HOSTED	326854	9300639618654
MILKLAB MILK ALMND          1L	WAREHOUSE HOSTED	579046	9315090215021
MILKLAB MILK ALMND       250ML	WAREHOUSE HOSTED	278328	9315090214406
MILKLAB MILK COCONUT        1L	WAREHOUSE HOSTED	173743	9315090215434
MILKLAB MILK OAT            1L	WAREHOUSE HOSTED	579119	9315090215014
MILKLAB MILK OAT         250ML	WAREHOUSE HOSTED	278357	9315090214413
NES COFFEE MATE          400GM	WAREHOUSE HOSTED	37659	8850124025685
NES COFFEE MATE   #1KG	WAREHOUSE HOSTED	983698	8850124006691
NES CREAM REDUCED FAT    230ML	WAREHOUSE HOSTED	235147	7501058650931
NES MILK COND SWT        395GM	WAREHOUSE HOSTED	453902	7613287431585
NES MILK COND SWT SKIM   410GM	WAREHOUSE HOSTED	235118	9300605133358
NES MILK COND SWT TUBES  170GM	WAREHOUSE HOSTED	235121	9300605133273
OAK MILK CHOCOLATE UHT 6X200ML	WAREHOUSE HOSTED	522706	9310036076711
OAK MILK ICE COFFEE UHT6X200ML	WAREHOUSE HOSTED	522531	9310036076698
OAK MILK STRAWBERRY UHT6X200ML	WAREHOUSE HOSTED	522701	9310036076704
OAT MILK GOODNESS BARISTA   1L	WAREHOUSE HOSTED	205207	9358989000001
P/HARV MILK ORG ALM COCONUT 1L	WAREHOUSE HOSTED	828026	9312231317118
P/HARV MILK ORG ALM ORIG    1L	WAREHOUSE HOSTED	828068	9312231231018
P/HARV MILK ORG ALM U/SW    1L	WAREHOUSE HOSTED	828050	9312231001215
P/HARV MILK ORG COCONUT     1L	WAREHOUSE HOSTED	250485	9312231231032
P/HARV MILK ORG CRMY OAT    1L	WAREHOUSE HOSTED	538760	9312231221538
P/HARV MILK ORG OAT         1L	WAREHOUSE HOSTED	902977	9312231222023
P/HARV MILK ORG SOY ORIG    1L	WAREHOUSE HOSTED	452210	9312231221101
P/HARV MILK ORG SOY U/SWT   1L	WAREHOUSE HOSTED	828076	9312231221231
P/HARV MILK RICE UNSWEETENED1L	WAREHOUSE HOSTED	902854	9312231007033
PAULS MILK FULL CREAM UHT   1L	WAREHOUSE HOSTED	38841	9310036024286
PAULS MILK ZYMIL F/CRM UHT  1L	WAREHOUSE HOSTED	360900	9310036045359
PAULS MILK ZYMIL LACT/FR UHT1L	WAREHOUSE HOSTED	937265	9310036037965
PAULS MILK ZYMIL SKIM UHT   1L	WAREHOUSE HOSTED	230812	9310036071501
PAULS MILK ZYMIL UHT   3X250ML	WAREHOUSE HOSTED	645151	9310036072812
SANIT SO GOOD ALM EX CRMY   1L	WAREHOUSE HOSTED	179464	9300652815924
SANIT SO GOOD ALM MILK UNSWT1L	WAREHOUSE HOSTED	371105	9300652803495
SANIT SO GOOD ALM&CNUT UNSWT1L	WAREHOUSE HOSTED	250265	9300652804973
SANIT SO GOOD ALMD HIGH PRO 1L	WAREHOUSE HOSTED	234816	9300652805949
SANIT SO GOOD ALMND MLK UHT1L	WAREHOUSE HOSTED	321914	9300652803020
SANIT SO GOOD BR AD MLK UHT 1L	WAREHOUSE HOSTED	538134	9300652808834
SANIT SO GOOD BR OAT MLK 1L	WAREHOUSE HOSTED	538147	9300652809770
SANIT SO GOOD BR SOY MLK 1L	WAREHOUSE HOSTED	538168	9300652808827
SANIT SO GOOD OAT EX CRMY   1L	WAREHOUSE HOSTED	583948	9300652811643
SANIT SO GOOD OAT HIGH PRO  1L	WAREHOUSE HOSTED	180965	9300652815573
SANIT SO GOOD OAT NAS UHT   1L	WAREHOUSE HOSTED	234832	9300652809985
SANIT SO GOOD SOY HIGH PRO  1L	WAREHOUSE HOSTED	181047	9300652815900
SANIT SO GOOD SOY LITE UHT 1L	WAREHOUSE HOSTED	2743	9300652511918
SANIT SO GOOD SOY MILK 3X250ML	WAREHOUSE HOSTED	34083	9300652800371
SANIT SO GOOD SOY MILK UHT  1L	WAREHOUSE HOSTED	425195	9300652510911
SANIT SO GOOD SOY VAN UHT 1L	WAREHOUSE HOSTED	312732	9300652013955
